"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species","art_predictions","sex_predictions"
"5666","Dream",50.7,18.6,206,4012.5,"MALE","Chinstrap","Chinstrap","MALE"
"5667","Dream",49.85,19.45,197,4475,"MALE","Chinstrap","Chinstrap","MALE"
"5668","Dream",50.55,19.65,194,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5669","Dream",51.65,19.7,201,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5670","Dream",52.7,19.1,199,3500,"MALE","Chinstrap","Chinstrap","MALE"
"5671","Dream",49.8,18.6,201,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5672","Dream",50.8,19.5,197,4300,"MALE","Chinstrap","Chinstrap","MALE"
"5673","Dream",50.75,20.2,203,3575,"MALE","Chinstrap","Chinstrap","MALE"
"5674","Dream",50.1,19.05,196,3800,"MALE","Chinstrap","Chinstrap","MALE"
"5675","Dream",51.35,19.25,194,3787.5,"MALE","Chinstrap","Chinstrap","MALE"
"5676","Dream",55.8,18.5,196.5,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5677","Dream",51.55,19.65,201.5,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5678","Dream",49.9,18.85,195.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5679","Dream",52.4,19.4,198.5,3600,"MALE","Chinstrap","Chinstrap","MALE"
"5680","Dream",51.45,19.4,206.5,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5681","Dream",51.25,19.95,200.5,3862.5,"MALE","Chinstrap","Chinstrap","MALE"
"5682","Dream",51.15,19.25,196,3900,"MALE","Chinstrap","Chinstrap","MALE"
"5683","Dream",50.8,18.95,208,4262.5,"MALE","Chinstrap","Chinstrap","MALE"
"5684","Dream",50.6,19.85,201,3587.5,"MALE","Chinstrap","Chinstrap","MALE"
"5685","Dream",50.45,19.45,201.5,3737.5,"MALE","Chinstrap","Chinstrap","MALE"
"5686","Dream",52.55,20.1,199.5,4300,"MALE","Chinstrap","Chinstrap","MALE"
"5687","Dream",50.9,18.05,206.5,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5688","Dream",50.55,19,211,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5689","Dream",50.7,19.3,196,3512.5,"MALE","Chinstrap","Chinstrap","MALE"
"5690","Dream",51.5,19.95,197.5,4150,"MALE","Chinstrap","Chinstrap","MALE"
"5691","Dream",51.75,19.65,200,3525,"MALE","Chinstrap","Chinstrap","MALE"
"5692","Dream",54.2,19.05,198.5,4300,"MALE","Chinstrap","Chinstrap","MALE"
"5693","Dream",50.45,19.4,199.5,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5694","Dream",52,19.05,196,3625,"MALE","Chinstrap","Chinstrap","MALE"
"5695","Dream",50.25,18.5,203.5,3625,"MALE","Chinstrap","Chinstrap","MALE"
"5696","Dream",52.4,20.35,199,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5697","Dream",52.2,18.9,210,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5698","Dream",52.6,19.5,198.5,3800,"MALE","Chinstrap","Chinstrap","MALE"
"5699","Dream",51.8,19,196,3425,"MALE","Chinstrap","Chinstrap","MALE"
"5700","Dream",50.6,19.9,203.5,3625,"MALE","Chinstrap","Chinstrap","MALE"
"5701","Dream",50.85,19.7,198.5,4250,"MALE","Chinstrap","Chinstrap","MALE"
"5702","Dream",50.3,19.75,199,3737.5,"MALE","Chinstrap","Chinstrap","MALE"
"5703","Dream",50,19.1,206.5,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5704","Dream",50.2,19.1,201.5,3675,"MALE","Chinstrap","Chinstrap","MALE"
"5705","Dream",49.9,19.65,200,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5706","Dream",52.75,18.65,203,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5707","Dream",51.3,18.95,202,3750,"MALE","Chinstrap","Chinstrap","MALE"
"5708","Dream",49.6,18.9,199,4450,"MALE","Chinstrap","Chinstrap","MALE"
"5709","Dream",52.1,19.1,203,3825,"MALE","Chinstrap","Chinstrap","MALE"
"5710","Dream",50.25,18.5,192.5,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5711","Dream",51.65,19.05,207,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5712","Dream",50.75,19.9,208.5,3350,"MALE","Chinstrap","Chinstrap","MALE"
"5713","Dream",51,18.9,197.5,3550,"MALE","Chinstrap","Chinstrap","MALE"
"5714","Dream",50.55,18.6,196,3800,"MALE","Chinstrap","Chinstrap","MALE"
"5715","Dream",51.7,20.35,204,3975,"MALE","Chinstrap","Chinstrap","MALE"
"5716","Dream",50.45,19.45,198.5,4025,"MALE","Chinstrap","Chinstrap","MALE"
"5717","Dream",48.75,19.55,201.5,3837.5,"MALE","Chinstrap","Chinstrap","MALE"
"5718","Dream",51.75,19.2,203,3775,"MALE","Chinstrap","Chinstrap","MALE"
"5719","Dream",51,20.05,202,3737.5,"MALE","Chinstrap","Chinstrap","MALE"
"5720","Dream",49.4,19.3,199,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5721","Dream",50.65,19.8,202,3800,"MALE","Chinstrap","Chinstrap","MALE"
"5722","Dream",52.45,19.15,201,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5723","Dream",50.4,19.85,195.5,4475,"MALE","Chinstrap","Chinstrap","MALE"
"5724","Dream",51.8,19.3,203.5,3725,"MALE","Chinstrap","Chinstrap","MALE"
"5725","Dream",50.7,19.8,203,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5726","Dream",50.45,19.9,204,4062.5,"MALE","Chinstrap","Chinstrap","MALE"
"5727","Dream",50.95,19.1,205,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5728","Dream",52,18.85,202.5,4300,"MALE","Chinstrap","Chinstrap","MALE"
"5729","Dream",52.4,17.85,195,3750,"MALE","Chinstrap","Chinstrap","FEMALE"
"5730","Dream",51.6,19.45,199.5,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5731","Dream",49.95,18.75,201,3612.5,"MALE","Chinstrap","Chinstrap","MALE"
"5732","Dream",52.1,18.85,207.5,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5733","Dream",52.25,19.85,204.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5734","Dream",50.75,19.65,208,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5735","Dream",51.8,18.15,198.5,3675,"MALE","Chinstrap","Chinstrap","FEMALE"
"5736","Dream",52.45,18.5,200.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5737","Dream",50.6,19.45,212,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5738","Dream",52.35,18.8,197,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5739","Dream",50.95,18.15,203,3900,"MALE","Chinstrap","Chinstrap","MALE"
"5740","Dream",53.05,19.3,197.5,3725,"MALE","Chinstrap","Chinstrap","MALE"
"5741","Dream",53.2,19.75,197,3775,"MALE","Chinstrap","Chinstrap","MALE"
"5742","Dream",51.2,19.95,205,4350,"MALE","Chinstrap","Chinstrap","MALE"
"5743","Dream",51.85,18.6,199,3975,"MALE","Chinstrap","Chinstrap","MALE"
"5744","Dream",48.75,19.8,196.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5745","Dream",51.75,20.15,204,3675,"MALE","Chinstrap","Chinstrap","MALE"
"5746","Dream",50.7,19,202.5,3975,"MALE","Chinstrap","Chinstrap","MALE"
"5747","Dream",51.05,20.15,197,3500,"MALE","Chinstrap","Chinstrap","MALE"
"5748","Dream",50.25,19.15,206.5,3900,"MALE","Chinstrap","Chinstrap","MALE"
"5749","Dream",50.25,19.1,201.5,3600,"MALE","Chinstrap","Chinstrap","MALE"
"5750","Dream",52.4,18.8,202.5,4250,"MALE","Chinstrap","Chinstrap","MALE"
"5751","Dream",51.5,20.35,191,3575,"MALE","Chinstrap","Chinstrap","MALE"
"5752","Dream",51.65,18.15,198.5,3975,"MALE","Chinstrap","Chinstrap","MALE"
"5753","Dream",53.3,19.8,200,3962.5,"MALE","Chinstrap","Chinstrap","MALE"
"5754","Dream",51.4,18.8,200,3787.5,"MALE","Chinstrap","Chinstrap","MALE"
"5755","Dream",49.8,19.75,204,3562.5,"MALE","Chinstrap","Chinstrap","MALE"
"5756","Dream",50.85,20.15,197,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5757","Dream",51.4,19,200,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5758","Dream",51.45,19.8,200,3600,"MALE","Chinstrap","Chinstrap","MALE"
"5759","Dream",49.95,20.15,203,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5760","Dream",51.35,19.7,199.5,3675,"MALE","Chinstrap","Chinstrap","MALE"
"5761","Dream",51.75,19.2,198,4325,"MALE","Chinstrap","Chinstrap","MALE"
"5762","Dream",50.7,20.15,199,3912.5,"MALE","Chinstrap","Chinstrap","MALE"
"5763","Dream",51.75,18.95,198.5,3575,"MALE","Chinstrap","Chinstrap","MALE"
"5764","Dream",50.65,19.95,200,4300,"MALE","Chinstrap","Chinstrap","MALE"
"5765","Dream",50.15,18.1,205,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5766","Dream",52.35,19.9,195,4150,"MALE","Chinstrap","Chinstrap","MALE"
"5767","Dream",51.45,19.85,199.5,3625,"MALE","Chinstrap","Chinstrap","MALE"
"5768","Dream",50.5,18.9,206.5,3862.5,"MALE","Chinstrap","Chinstrap","MALE"
"5769","Dream",52.35,19.5,195,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5770","Dream",50.15,18.85,198.5,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5771","Dream",51.95,18.65,196.5,3837.5,"MALE","Chinstrap","Chinstrap","MALE"
"5772","Dream",50.45,19.15,199.5,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5773","Dream",49.75,19.55,195,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5774","Dream",49.75,19.4,196,3775,"MALE","Chinstrap","Chinstrap","MALE"
"5775","Dream",49.6,18.85,194,3912.5,"MALE","Chinstrap","Chinstrap","MALE"
"5776","Dream",51.75,19.1,204,3587.5,"MALE","Chinstrap","Chinstrap","MALE"
"5777","Dream",50.8,20.05,201,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5778","Dream",50.9,19.35,193,4025,"MALE","Chinstrap","Chinstrap","MALE"
"5779","Dream",52.25,19.8,197,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5780","Dream",50,19.7,204,4087.5,"MALE","Chinstrap","Chinstrap","MALE"
"5781","Dream",51.4,19.4,195,4300,"MALE","Chinstrap","Chinstrap","MALE"
"5782","Dream",50.5,18.5,203,4275,"MALE","Chinstrap","Chinstrap","MALE"
"5783","Dream",52.35,19.1,201.5,3775,"MALE","Chinstrap","Chinstrap","MALE"
"5784","Dream",53.9,19.55,205,4675,"MALE","Chinstrap","Chinstrap","MALE"
"5785","Dream",52.4,18,197,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5786","Dream",52.05,19.5,199.5,3725,"MALE","Chinstrap","Chinstrap","MALE"
"5787","Dream",52.85,18.25,197,3775,"MALE","Chinstrap","Chinstrap","MALE"
"5788","Dream",50.3,18.6,205,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5789","Dream",51.35,20.05,201,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5790","Dream",51.75,18.7,201,3862.5,"MALE","Chinstrap","Chinstrap","MALE"
"5791","Dream",49.85,19.55,201,4200,"MALE","Chinstrap","Chinstrap","MALE"
"5792","Dream",50.9,19.85,197,4037.5,"MALE","Chinstrap","Chinstrap","MALE"
"5793","Dream",51.35,20.7,196,3750,"MALE","Chinstrap","Chinstrap","MALE"
"5794","Dream",50.6,18.7,201.5,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5795","Dream",50.25,19.5,197,3912.5,"MALE","Chinstrap","Chinstrap","MALE"
"5796","Dream",53.85,19.65,204.5,3525,"MALE","Chinstrap","Chinstrap","MALE"
"5797","Dream",51.2,19.65,197,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5798","Dream",50.9,19.05,208,3550,"MALE","Chinstrap","Chinstrap","MALE"
"5799","Dream",51.3,19.3,195,3825,"MALE","Chinstrap","Chinstrap","MALE"
"5800","Dream",50.95,20.15,207.5,4350,"MALE","Chinstrap","Chinstrap","MALE"
"5801","Dream",51.35,19.45,200,3587.5,"MALE","Chinstrap","Chinstrap","MALE"
"5802","Dream",51.2,18.85,205,4250,"MALE","Chinstrap","Chinstrap","MALE"
"5803","Dream",52.75,20.75,194.5,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5804","Dream",52.75,19.65,201.5,3550,"MALE","Chinstrap","Chinstrap","MALE"
"5805","Dream",50.6,19.9,199,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5806","Dream",51.85,18.6,204,3500,"MALE","Chinstrap","Chinstrap","MALE"
"5807","Dream",49.85,18.95,195,4375,"MALE","Chinstrap","Chinstrap","MALE"
"5808","Dream",52.55,19.25,203.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5809","Dream",50.15,19,196.5,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5810","Dream",53.1,19.95,199,4200,"MALE","Chinstrap","Chinstrap","MALE"
"5811","Dream",49.85,18.5,199,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5812","Dream",50.2,19.55,202,3587.5,"MALE","Chinstrap","Chinstrap","MALE"
"5813","Dream",50.35,19.9,203.5,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5814","Dream",51.1,19.1,204.5,4150,"MALE","Chinstrap","Chinstrap","MALE"
"5815","Dream",51.1,20.3,198,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5816","Dream",50.35,18.95,199,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5817","Dream",52.35,18.75,200,3600,"MALE","Chinstrap","Chinstrap","MALE"
"5818","Dream",49.95,19.35,200.5,4225,"MALE","Chinstrap","Chinstrap","MALE"
"5819","Dream",52.4,18.65,208,3600,"MALE","Chinstrap","Chinstrap","MALE"
"5820","Dream",51.8,19,194.5,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5821","Dream",51.45,19.45,206.5,3800,"MALE","Chinstrap","Chinstrap","MALE"
"5822","Dream",49.2,19,205,3275,"MALE","Chinstrap","Chinstrap","MALE"
"5823","Dream",53.1,19.1,198.5,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5824","Dream",51.2,19.75,202.5,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5825","Dream",49.4,19.45,205.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5826","Dream",51.4,19.4,199.5,4250,"MALE","Chinstrap","Chinstrap","MALE"
"5827","Dream",49.9,18.6,204,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5828","Dream",53.15,19.45,190,3800,"MALE","Chinstrap","Chinstrap","MALE"
"5829","Dream",50.25,18.8,196,3825,"MALE","Chinstrap","Chinstrap","MALE"
"5830","Dream",50.35,19.9,197,4275,"MALE","Chinstrap","Chinstrap","MALE"
"5831","Dream",50.25,18.2,195,3650,"MALE","Chinstrap","Chinstrap","FEMALE"
"5832","Dream",51.4,19.8,194,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5833","Dream",52.15,18.9,202,4275,"MALE","Chinstrap","Chinstrap","MALE"
"5834","Dream",49.35,19.75,199,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5835","Dream",51.15,19.9,203.5,3862.5,"MALE","Chinstrap","Chinstrap","MALE"
"5836","Dream",52.6,19.4,195,3687.5,"MALE","Chinstrap","Chinstrap","MALE"
"5837","Dream",50.5,20.4,196.5,4137.5,"MALE","Chinstrap","Chinstrap","MALE"
"5838","Dream",51.95,18.4,195,3525,"MALE","Chinstrap","Chinstrap","FEMALE"
"5839","Dream",51.6,19.7,203.5,3737.5,"MALE","Chinstrap","Chinstrap","MALE"
"5840","Dream",50.65,19.5,201.5,4225,"MALE","Chinstrap","Chinstrap","MALE"
"5841","Dream",51.45,19.2,201,3762.5,"MALE","Chinstrap","Chinstrap","MALE"
"5842","Dream",51,19,204,3900,"MALE","Chinstrap","Chinstrap","MALE"
"5843","Dream",51.3,18.2,199,4425,"MALE","Chinstrap","Chinstrap","MALE"
"5844","Dream",51.4,19.15,198.5,3400,"MALE","Chinstrap","Chinstrap","MALE"
"5845","Dream",51,19.55,199.5,4037.5,"MALE","Chinstrap","Chinstrap","MALE"
"5846","Dream",51.35,19.65,195.5,4150,"MALE","Chinstrap","Chinstrap","MALE"
"5847","Dream",50.7,19.35,195,4450,"MALE","Chinstrap","Chinstrap","MALE"
"5848","Dream",53.55,19.85,195,4025,"MALE","Chinstrap","Chinstrap","MALE"
"5849","Dream",51.35,19.8,198.5,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5850","Dream",51.25,19.4,198,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5851","Dream",51.2,19.45,201.5,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5852","Dream",51.05,19.35,201.5,3762.5,"MALE","Chinstrap","Chinstrap","MALE"
"5853","Dream",50.45,19.5,195,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5854","Dream",52.25,18.8,199.5,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5855","Dream",50.65,19.75,200,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5856","Dream",52.75,18.8,205,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5857","Dream",51.9,19.7,203,3600,"MALE","Chinstrap","Chinstrap","MALE"
"5858","Dream",50.45,19.75,200,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5859","Dream",51.05,18.15,206,3862.5,"MALE","Chinstrap","Chinstrap","MALE"
"5860","Dream",50.2,19.7,201,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5861","Dream",51.65,18.15,193,3600,"MALE","Chinstrap","Chinstrap","FEMALE"
"5862","Dream",51.05,20.1,197,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5863","Dream",51.4,18.9,202.5,4200,"MALE","Chinstrap","Chinstrap","MALE"
"5864","Dream",51.2,19.7,204,3587.5,"MALE","Chinstrap","Chinstrap","MALE"
"5865","Dream",51.45,19.25,206,4650,"MALE","Chinstrap","Chinstrap","MALE"
"5866","Dream",51.1,18.95,203.5,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5867","Dream",51.7,19.85,195.5,3725,"MALE","Chinstrap","Chinstrap","MALE"
"5868","Dream",49.4,19.25,203.5,3837.5,"MALE","Chinstrap","Chinstrap","MALE"
"5869","Dream",53.9,19.65,202.5,4475,"MALE","Chinstrap","Chinstrap","MALE"
"5870","Dream",50.25,18.9,203.5,4400,"MALE","Chinstrap","Chinstrap","MALE"
"5871","Dream",51.85,19.4,206.5,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5872","Dream",50.05,18.8,206.5,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5873","Dream",50.2,18.8,192,4425,"MALE","Chinstrap","Chinstrap","MALE"
"5874","Dream",49.95,20.05,197,3587.5,"MALE","Chinstrap","Chinstrap","MALE"
"5875","Dream",51.05,18.8,203,3750,"MALE","Chinstrap","Chinstrap","MALE"
"5876","Dream",50.25,19.65,199.5,3600,"MALE","Chinstrap","Chinstrap","MALE"
"5877","Dream",51,19,197.5,3750,"MALE","Chinstrap","Chinstrap","MALE"
"5878","Dream",50.85,19.3,201,3775,"MALE","Chinstrap","Chinstrap","MALE"
"5879","Dream",50.6,18.7,199,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5880","Dream",49.9,18.45,201,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5881","Dream",51.6,19.45,200,3937.5,"MALE","Chinstrap","Chinstrap","MALE"
"5882","Dream",49.35,18.3,209,4250,"MALE","Chinstrap","Chinstrap","MALE"
"5883","Dream",52.85,19.05,200,4300,"MALE","Chinstrap","Chinstrap","MALE"
"5884","Dream",50.8,19.7,202,3712.5,"MALE","Chinstrap","Chinstrap","MALE"
"5885","Dream",51.6,18.65,199,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5886","Dream",50.8,19,198.5,3675,"MALE","Chinstrap","Chinstrap","MALE"
"5887","Dream",52.05,19.9,198.5,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5888","Dream",51.85,19.55,202.5,3475,"MALE","Chinstrap","Chinstrap","MALE"
"5889","Dream",51.65,19.65,206.5,3837.5,"MALE","Chinstrap","Chinstrap","MALE"
"5890","Dream",51.05,19.35,208,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5891","Dream",51.7,19.25,203.5,3900,"MALE","Chinstrap","Chinstrap","MALE"
"5892","Dream",50.95,19.65,198.5,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5893","Dream",51.2,19.9,195,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5894","Dream",50.95,19.9,209.5,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5895","Dream",53.1,18.95,200.5,4287.5,"MALE","Chinstrap","Chinstrap","MALE"
"5896","Dream",50.2,19.65,194.5,4025,"MALE","Chinstrap","Chinstrap","MALE"
"5897","Dream",52.9,19.75,201.5,3887.5,"MALE","Chinstrap","Chinstrap","MALE"
"5898","Dream",49.6,18.15,203.5,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5899","Dream",50.85,19.55,195,3687.5,"MALE","Chinstrap","Chinstrap","MALE"
"5900","Dream",51.8,19.3,200.5,3762.5,"MALE","Chinstrap","Chinstrap","MALE"
"5901","Dream",51.15,18.85,201.5,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5902","Dream",49.9,19.7,195,4275,"MALE","Chinstrap","Chinstrap","MALE"
"5903","Dream",49,19.75,206.5,4400,"MALE","Chinstrap","Chinstrap","MALE"
"5904","Dream",50.65,19.85,197,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5905","Dream",51,19.6,193.5,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5906","Dream",50.25,19.4,202.5,4475,"MALE","Chinstrap","Chinstrap","MALE"
"5907","Dream",49.4,18.05,195,4025,"MALE","Chinstrap","Chinstrap","MALE"
"5908","Dream",50.85,19.8,192.5,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5909","Dream",50.8,18.45,199,3825,"MALE","Chinstrap","Chinstrap","MALE"
"5910","Dream",50.5,19.25,201,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5911","Dream",53.2,19.65,195.5,3625,"MALE","Chinstrap","Chinstrap","MALE"
"5912","Dream",50.6,19.05,194,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5913","Dream",50.45,19.45,203,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5914","Dream",51.35,18.6,205.5,3912.5,"MALE","Chinstrap","Chinstrap","MALE"
"5915","Dream",52.75,19.5,202.5,4025,"MALE","Chinstrap","Chinstrap","MALE"
"5916","Dream",50.35,19.5,197,3525,"MALE","Chinstrap","Chinstrap","MALE"
"5917","Dream",50.4,19.85,202,3850,"MALE","Chinstrap","Chinstrap","MALE"
"5918","Dream",52.4,19.25,201,3512.5,"MALE","Chinstrap","Chinstrap","MALE"
"5919","Dream",50.4,19.35,206.5,3975,"MALE","Chinstrap","Chinstrap","MALE"
"5920","Dream",52.55,19.5,195.5,3837.5,"MALE","Chinstrap","Chinstrap","MALE"
"5921","Dream",52.4,18.7,191.5,3900,"MALE","Chinstrap","Chinstrap","MALE"
"5922","Dream",50.6,18.6,199,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5923","Dream",50.5,19,203.5,4225,"MALE","Chinstrap","Chinstrap","MALE"
"5924","Dream",50.4,19.8,206.5,3925,"MALE","Chinstrap","Chinstrap","MALE"
"5925","Dream",49.95,20.3,201,3712.5,"MALE","Chinstrap","Chinstrap","MALE"
"5926","Dream",51.1,19.2,205.5,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5927","Dream",50.4,19.25,203,3787.5,"MALE","Chinstrap","Chinstrap","MALE"
"5928","Dream",50.4,19.85,204,3800,"MALE","Chinstrap","Chinstrap","MALE"
"5929","Dream",51.1,19.05,201.5,4275,"MALE","Chinstrap","Chinstrap","MALE"
"5930","Dream",51.95,18.8,201.5,3625,"MALE","Chinstrap","Chinstrap","MALE"
"5931","Dream",50.25,18.5,197.5,4050,"MALE","Chinstrap","Chinstrap","MALE"
"5932","Dream",50.55,19.3,195.5,3725,"MALE","Chinstrap","Chinstrap","MALE"
"5933","Dream",50.4,18.6,199.5,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5934","Dream",51.5,19.7,200.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5935","Dream",52.35,19.2,192,3950,"MALE","Chinstrap","Chinstrap","MALE"
"5936","Dream",50.7,19.2,196.5,3650,"MALE","Chinstrap","Chinstrap","MALE"
"5937","Dream",51.95,19.45,202,4000,"MALE","Chinstrap","Chinstrap","MALE"
"5938","Dream",50.35,18.85,195.5,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5939","Dream",52.75,19,199.5,4200,"MALE","Chinstrap","Chinstrap","MALE"
"5940","Dream",51,19.45,201.5,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5941","Dream",50.4,19.5,200.5,3650,"MALE","Chinstrap","Chinstrap","MALE"
"5942","Dream",50.55,18.85,196,4075,"MALE","Chinstrap","Chinstrap","MALE"
"5943","Dream",51.45,19,202,4100,"MALE","Chinstrap","Chinstrap","MALE"
"5944","Dream",50.75,19.55,203.5,4350,"MALE","Chinstrap","Chinstrap","MALE"
"5945","Dream",52.35,18.25,200,3875,"MALE","Chinstrap","Chinstrap","MALE"
"5946","Dream",51.85,18.65,206.5,4037.5,"MALE","Chinstrap","Chinstrap","MALE"
"5947","Dream",50.05,18.9,197.5,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5948","Dream",52.45,19.35,198.5,4125,"MALE","Chinstrap","Chinstrap","MALE"
"5949","Dream",51.75,19.4,203.5,3975,"MALE","Chinstrap","Chinstrap","MALE"
"5950","Dream",53.5,18.45,208.5,3737.5,"MALE","Chinstrap","Chinstrap","MALE"
"5951","Dream",50.4,18.95,199.5,4150,"MALE","Chinstrap","Chinstrap","MALE"
"5952","Dream",52.15,19.15,203.5,4250,"MALE","Chinstrap","Chinstrap","MALE"
"5953","Dream",51.15,19.85,199.5,4275,"MALE","Chinstrap","Chinstrap","MALE"
"5954","Dream",50.6,20.15,197.5,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5955","Dream",52.45,19.8,201.5,3775,"MALE","Chinstrap","Chinstrap","MALE"
"5956","Dream",51.6,20.3,201,3912.5,"MALE","Chinstrap","Chinstrap","MALE"
"5957","Dream",50.2,19.55,199,4175,"MALE","Chinstrap","Chinstrap","MALE"
"5958","Dream",50.65,19.8,199,3900,"MALE","Chinstrap","Chinstrap","MALE"
"5959","Dream",52.4,19.6,199.5,3625,"MALE","Chinstrap","Chinstrap","MALE"
"5960","Dream",51.5,19.45,200,3750,"MALE","Chinstrap","Chinstrap","MALE"
"5961","Dream",50.35,19.6,196.5,3700,"MALE","Chinstrap","Chinstrap","MALE"
"5962","Dream",50.85,19.3,195.5,3725,"MALE","Chinstrap","Chinstrap","MALE"
"5963","Dream",52.15,19.1,204,4425,"MALE","Chinstrap","Chinstrap","MALE"
